x_mm,y_mm,speed_mms,distance_mm,angle_deg
-643.2,2610.7,320.0,2603.14,-14.07
-655.1,2594.5,80.0,2591.34,-13.57
-660.8,2579.3,240.0,2590.76,-12.94
-658.7,2566.5,160.0,2596.7,-12.21
-643.1,2557.0,560.0,2599.13,-11.38
-611.9,2542.6,560.0,2520.13,-9.85
-572.6,2521.3,480.0,2413.25,-8.46
-529.0,2491.8,390.0,2304.44,-7.05
-483.6,2455.9,320.0,2215.97,-5.96
-435.7,2415.6,160.0,2147.14,-4.68
-385.8,2372.3,-390.0,2096.29,-3.66
-336.5,2325.5,320.0,2054.22,-3.21
-290.2,2273.8,240.0,2011.41,-3.33
-246.1,2216.8,640.0,1970.96,-3.14
-204.2,2154.8,390.0,1930.29,-2.79
-168.5,2095.7,-80.0,1893.45,-2.24
-138.1,2043.4,-80.0,1864.7,-1.57
-112.6,1997.3,0.0,1826.21,-0.88
-90.7,1957.4,-80.0,1805.03,-0.35
-75.4,1922.7,160.0,1793.13,-0.7
