x_mm,y_mm,speed_mms,distance_mm,angle_deg
253.0,2179.0,880.0,2181.08,6.74
260.67,2159.33,640.0,2149.53,7.32
270.33,2130.67,640.0,2112.77,7.64
279.0,2090.67,390.0,2065.34,7.85
282.0,2047.0,240.0,2020.91,8.05
284.0,2000.67,80.0,1975.95,8.35
291.33,1946.67,-160.0,1908.37,9.17
302.0,1898.67,-240.0,1883.53,9.63
314.67,1858.67,-640.0,1863.56,10.04
323.33,1836.67,-560.0,1847.71,10.29
330.0,1820.33,-390.0,1838.77,10.5
333.67,1804.67,560.0,1819.3,10.64
336.0,1792.33,160.0,1812.6,10.71
336.67,1781.33,560.0,1806.71,10.75
337.33,1773.0,480.0,1795.11,10.85
338.33,1762.33,390.0,1781.74,11.0
342.67,1738.67,240.0,1739.57,11.61
349.0,1704.67,80.0,1698.93,12.13
357.67,1663.33,-80.0,1665.71,12.69
364.33,1627.33,0.0,1638.33,13.05
