x_mm,y_mm,speed_mms,distance_mm,angle_deg
1001.67,2040.33,640.0,2361.62,20.08
819.33,2200.67,390.0,2419.89,15.75
672.33,2321.0,80.0,2477.59,12.8
558.33,2409.67,390.0,2527.89,10.69
484.0,2467.0,560.0,2538.38,9.84
434.67,2488.67,240.0,2513.2,9.18
401.67,2475.33,390.0,2471.85,8.61
362.33,2433.33,320.0,2395.93,7.58
322.0,2383.0,80.0,2346.76,6.85
281.67,2328.0,720.0,2292.56,6.24
250.33,2276.67,720.0,2232.07,5.71
224.0,2229.33,790.0,2197.21,5.25
202.33,2183.0,640.0,2147.9,4.91
191.0,2136.0,480.0,2088.48,5.16
189.0,2086.67,880.0,2049.3,5.46
192.0,2051.33,880.0,2043.14,5.42
195.33,2035.33,790.0,2041.62,5.57
197.0,2031.0,790.0,2036.84,5.64
199.0,2023.33,80.0,2020.82,5.65
197.33,2009.0,560.0,1998.34,5.54
