x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1210.2,2185.9,-240.0,2554.31,-23.07
-1169.1,2229.6,-240.0,2559.46,-22.01
-1125.7,2268.0,-240.0,2563.54,-21.08
-1079.3,2304.2,-480.0,2591.21,-19.74
-1032.9,2337.3,-480.0,2622.79,-18.45
-986.9,2370.4,-480.0,2655.61,-17.26
-941.3,2404.7,-480.0,2686.8,-16.21
-895.4,2441.5,-390.0,2722.83,-14.59
-845.9,2480.3,-390.0,2751.44,-12.62
-792.3,2521.1,-390.0,2780.36,-10.59
-734.5,2563.9,-390.0,2810.02,-8.66
-672.9,2608.5,-160.0,2839.79,-6.94
-607.0,2655.7,-160.0,2876.05,-5.25
-538.2,2702.7,-160.0,2915.0,-3.68
-466.8,2749.0,-160.0,2953.28,-2.25
-393.3,2794.2,-160.0,2988.47,-1.02
-318.1,2838.4,-160.0,3022.0,0.04
-244.6,2879.9,-160.0,3050.39,0.92
-175.5,2918.9,-160.0,3076.32,1.68
-111.9,2955.2,-160.0,3098.52,2.31
