x_mm,y_mm,speed_mms,distance_mm,angle_deg
-5.1,1416.2,-160.0,1429.38,-7.23
-40.5,1416.8,-390.0,1439.17,-10.73
-82.8,1415.6,-790.0,1441.88,-13.84
-132.1,1413.6,-240.0,1459.26,-16.93
-189.2,1410.6,-320.0,1482.34,-20.33
-255.1,1406.9,-240.0,1513.98,-24.01
-328.0,1403.4,-240.0,1550.97,-26.91
-403.9,1399.5,-240.0,1584.55,-29.66
-483.4,1394.9,-320.0,1625.66,-32.44
-567.4,1390.3,-320.0,1676.9,-35.22
-654.8,1384.3,-480.0,1719.03,-37.82
-743.1,1378.2,80.0,1776.35,-40.39
-830.5,1372.5,-320.0,1813.73,-42.23
-913.9,1367.5,-240.0,1843.04,-43.09
-993.7,1362.6,-80.0,1876.77,-44.4
-1072.4,1356.2,0.0,1925.66,-46.77
-1149.8,1347.2,80.0,1962.25,-48.78
-1221.9,1336.0,320.0,1966.02,-49.95
-1288.3,1324.3,320.0,1983.51,-50.75
-1345.7,1311.1,390.0,1976.7,-51.22
