x_mm,y_mm,speed_mms,distance_mm,angle_deg
-685.8,1141.3,-480.0,1489.1,-37.52
-741.2,1149.6,-240.0,1528.94,-38.65
-794.3,1158.1,-560.0,1565.82,-40.31
-844.5,1168.1,-240.0,1605.81,-41.21
-893.4,1177.3,-390.0,1652.52,-42.62
-940.9,1187.3,-160.0,1696.36,-43.33
-987.5,1198.2,-480.0,1738.35,-43.97
-1031.0,1210.7,-320.0,1768.15,-43.81
-1073.2,1224.1,-320.0,1796.73,-43.42
-1111.1,1239.1,-160.0,1812.36,-42.7
-1142.0,1255.5,-160.0,1813.2,-42.12
-1167.3,1272.6,-390.0,1822.77,-41.51
-1188.6,1292.2,-480.0,1853.42,-41.41
-1208.3,1317.0,-560.0,1922.23,-40.76
-1224.8,1346.3,-640.0,1981.35,-40.39
-1238.1,1379.9,-720.0,2036.45,-39.56
-1248.2,1418.1,-720.0,2092.26,-38.69
-1256.2,1459.9,-560.0,2137.77,-37.59
-1264.6,1504.2,-480.0,2189.81,-37.04
-1277.5,1552.2,-390.0,2264.4,-36.85
