x_mm,y_mm,speed_mms,distance_mm,angle_deg
431.8,1183.0,0.0,1260.44,20.19
432.2,1182.6,-80.0,1258.81,20.12
432.6,1182.6,-80.0,1258.13,20.03
432.6,1182.2,-80.0,1255.91,20.02
431.0,1181.2,-80.0,1253.6,19.87
428.6,1180.4,0.0,1252.59,19.74
426.0,1179.8,0.0,1251.58,19.61
423.4,1179.6,-80.0,1252.79,19.49
421.0,1180.2,0.0,1254.68,19.46
419.2,1181.2,0.0,1255.29,19.4
418.2,1182.0,160.0,1254.68,19.46
417.8,1182.8,0.0,1254.68,19.46
417.8,1182.8,80.0,1252.79,19.49
417.6,1182.0,0.0,1250.57,19.48
417.2,1180.4,80.0,1247.08,19.44
415.8,1178.8,0.0,1244.81,19.28
414.0,1177.0,80.0,1243.2,19.21
410.8,1175.6,240.0,1240.92,18.9
406.2,1174.4,80.0,1237.4,18.57
400.0,1173.4,0.0,1232.35,18.16
