x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1095.7,1386.7,640.0,1479.8,-40.75
-1068.3,1328.6,640.0,1418.0,-41.68
-1041.4,1271.1,560.0,1357.66,-42.37
-1013.6,1215.1,480.0,1299.54,-42.44
-983.9,1160.4,640.0,1248.37,-42.66
-952.3,1107.0,480.0,1196.09,-42.56
-918.9,1055.5,480.0,1144.83,-42.13
-886.2,1005.6,480.0,1095.79,-41.63
-853.5,958.5,480.0,1047.97,-41.32
-819.4,915.8,480.0,1001.57,-40.46
-783.3,877.5,480.0,954.29,-39.34
-744.9,843.5,480.0,910.74,-37.86
-704.0,813.6,320.0,866.98,-35.71
-659.6,787.5,80.0,821.4,-31.81
-611.4,765.1,80.0,783.67,-27.68
-560.3,746.4,0.0,755.27,-23.24
-504.8,730.6,-160.0,723.08,-17.13
-447.0,717.8,-240.0,707.09,-12.25
-387.9,708.5,-240.0,701.31,-8.28
-329.2,702.4,-320.0,703.83,-5.14
