x_mm,y_mm,speed_mms,distance_mm,angle_deg
520.0,1082.0,0.0,1200.47,25.67
519.5,1081.5,0.0,1199.13,25.65
519.0,1081.0,0.0,1197.8,25.62
518.75,1080.75,0.0,1197.8,25.62
518.6,1080.4,0.0,1196.9,25.64
518.5,1080.17,0.0,1196.9,25.64
518.43,1080.0,0.0,1196.9,25.64
518.38,1079.88,0.0,1196.9,25.64
518.33,1079.78,0.0,1196.9,25.64
518.3,1079.7,0.0,1196.9,25.64
518.2,1079.3,0.0,1196.43,25.71
518.1,1078.9,0.0,1195.1,25.69
518.1,1078.5,0.0,1194.19,25.71
518.0,1078.1,0.0,1193.76,25.66
517.9,1077.7,0.0,1192.86,25.68
517.9,1077.2,0.0,1192.39,25.75
518.1,1076.7,0.0,1193.26,25.83
519.1,1076.5,0.0,1199.46,26.12
521.1,1076.6,0.0,1206.58,26.48
524.1,1077.1,0.0,1214.64,26.82
