x_mm,y_mm,speed_mms,distance_mm,angle_deg
-430.6,644.4,-160.0,696.14,-14.81
-373.1,643.5,-80.0,697.78,-11.41
-318.2,647.7,-80.0,705.56,-8.39
-266.9,655.6,-80.0,713.85,-5.95
-220.0,665.6,-80.0,718.96,-4.23
-179.1,676.3,-80.0,726.1,-3.16
-144.2,687.1,0.0,730.84,-2.74
-115.0,696.9,0.0,730.75,-2.59
-90.9,705.9,0.0,734.7,-2.5
-71.0,714.2,0.0,741.39,-1.86
-55.0,721.3,0.0,744.22,-1.39
-42.5,727.3,0.0,744.11,-1.0
-33.5,731.1,0.0,736.11,-1.01
-27.5,733.3,0.0,732.13,-1.1
-23.6,733.9,0.0,723.14,-1.11
-20.9,732.9,0.0,715.12,-1.04
-18.5,731.6,0.0,717.08,-0.88
-16.1,730.7,0.0,721.06,-0.72
-13.8,730.2,0.0,729.06,-0.71
-12.5,730.1,0.0,740.08,-0.85
