x_mm,y_mm,speed_mms,distance_mm,angle_deg
-98.6,1159.5,80.0,1191.71,-4.52
-96.8,1166.8,80.0,1193.87,-4.61
-95.7,1172.7,80.0,1194.11,-4.76
-95.8,1177.6,80.0,1195.53,-4.99
-97.1,1181.4,80.0,1196.07,-5.28
-99.2,1184.1,0.0,1194.74,-5.62
-102.4,1185.9,-80.0,1193.67,-6.06
-106.6,1187.0,-80.0,1192.67,-6.5
-111.9,1187.6,-160.0,1191.85,-6.99
-118.2,1187.5,-240.0,1191.26,-7.52
-125.7,1186.1,-320.0,1186.1,-8.19
-137.4,1183.4,-390.0,1182.34,-10.38
-153.6,1180.9,-480.0,1193.88,-12.63
-174.2,1178.4,-390.0,1206.51,-14.89
-204.3,1175.2,-320.0,1229.72,-19.53
-244.5,1171.5,-320.0,1263.51,-24.25
-295.7,1168.7,-560.0,1323.0,-28.83
-355.3,1166.3,-480.0,1371.96,-32.2
-422.9,1165.2,-390.0,1430.95,-35.01
-497.2,1164.8,-560.0,1481.06,-37.37
