x_mm,y_mm,speed_mms,distance_mm,angle_deg
-45.6,1120.7,-480.0,1173.03,-23.83
-133.7,1111.2,-480.0,1200.48,-27.48
-223.1,1101.4,-480.0,1230.74,-30.36
-313.5,1091.9,-480.0,1264.29,-32.86
-399.7,1084.8,-640.0,1304.25,-34.57
-480.7,1080.6,-640.0,1344.2,-35.89
-554.6,1080.4,-560.0,1384.44,-36.42
-620.8,1084.9,-480.0,1423.22,-36.57
-680.9,1092.1,-640.0,1462.88,-37.47
-735.9,1101.9,-720.0,1502.4,-38.49
-786.3,1114.8,-560.0,1549.61,-39.13
-831.2,1131.8,-560.0,1590.99,-39.08
-870.9,1153.4,-480.0,1634.52,-38.57
-905.8,1179.3,-320.0,1678.17,-38.08
-936.5,1207.7,-240.0,1714.75,-37.63
-965.6,1237.8,-560.0,1759.64,-37.82
-995.2,1270.3,-390.0,1822.26,-37.84
-1025.7,1304.6,-390.0,1880.85,-37.81
-1056.4,1340.8,-320.0,1937.1,-38.17
-1089.5,1378.1,-320.0,2000.54,-39.26
