x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1168.0,798.8,80.0,991.82,-48.52
-1091.0,775.3,-80.0,915.01,-45.27
-1007.5,752.2,-160.0,860.29,-41.23
-918.5,731.0,-240.0,824.81,-36.62
-825.1,712.4,-240.0,799.98,-31.92
-731.8,698.2,-240.0,785.75,-26.53
-638.9,689.0,-240.0,776.62,-21.21
-552.8,686.9,-390.0,771.97,-16.02
-471.4,691.7,-480.0,779.23,-10.57
-394.5,701.5,-480.0,795.24,-5.92
-323.9,717.4,-480.0,816.84,-2.6
-259.2,738.2,-480.0,852.01,-0.2
-200.3,763.1,-390.0,896.27,1.41
-145.9,791.1,-560.0,943.43,3.16
-94.9,821.8,-560.0,989.83,5.04
-47.7,854.1,-480.0,1033.11,6.73
-4.9,888.4,-320.0,1077.08,7.84
33.4,924.8,-390.0,1118.99,8.74
65.9,963.0,-390.0,1162.34,9.01
93.2,1002.8,-390.0,1204.24,9.13
