x_mm,y_mm,speed_mms,distance_mm,angle_deg
-273.33,1411.0,-80.0,1410.2,-13.37
-325.67,1375.67,-80.0,1398.92,-15.51
-375.67,1353.0,0.0,1405.44,-17.69
-426.33,1335.33,80.0,1402.94,-19.92
-479.67,1321.33,160.0,1410.95,-22.24
-532.33,1303.0,160.0,1410.99,-24.49
-586.0,1283.33,160.0,1412.77,-26.89
-641.0,1260.33,80.0,1420.83,-29.47
-694.0,1231.33,160.0,1409.38,-31.86
-737.33,1191.33,80.0,1375.12,-34.0
-768.33,1145.67,80.0,1355.46,-35.75
-795.67,1107.67,80.0,1362.04,-37.33
-826.0,1082.33,80.0,1368.1,-38.95
-853.67,1058.0,80.0,1349.2,-40.43
-875.67,1029.0,80.0,1337.04,-41.85
-892.33,998.33,160.0,1331.5,-43.11
-909.33,973.33,0.0,1328.07,-44.21
-925.33,953.33,-80.0,1326.54,-45.12
-938.33,940.33,80.0,1330.82,-45.49
-952.0,931.33,80.0,1338.18,-46.27
