x_mm,y_mm,speed_mms,distance_mm,angle_deg
1263.0,2344.0,240.0,2662.61,28.32
1280.0,2322.0,320.0,2651.43,28.87
1289.0,2303.0,390.0,2639.19,29.24
1302.0,2288.0,240.0,2632.52,29.64
1310.0,2271.0,240.0,2621.74,29.98
1313.0,2257.0,240.0,2611.13,30.19
1313.0,2243.0,80.0,2599.04,30.34
1314.0,2240.0,80.0,2596.96,30.4
1311.0,2236.0,80.0,2591.99,30.38
1310.0,2229.0,0.0,2585.45,30.44
1307.0,2221.0,240.0,2577.03,30.48
1305.0,2212.0,320.0,2568.26,30.54
1298.0,2186.0,320.0,2542.32,30.7
1294.0,2174.0,480.0,2529.96,30.76
1283.0,2143.0,480.0,2497.71,30.91
1267.0,2101.0,240.0,2453.46,31.09
1247.0,2054.0,240.0,2402.9,31.26
1228.0,2007.0,320.0,2352.88,31.46
1191.0,1922.0,390.0,2261.1,31.79
1157.0,1850.0,390.0,2182.01,32.02
