x_mm,y_mm,speed_mms,distance_mm,angle_deg
390.0,1313.2,-2000.0,1847.06,14.77
404.0,1409.4,-2000.0,1999.86,14.75
421.9,1516.1,-2000.0,2144.67,14.75
442.2,1627.8,-2000.0,2277.1,14.76
466.4,1743.4,-2000.0,2394.53,14.81
493.3,1860.7,-2000.0,2498.11,14.82
522.5,1978.0,-2000.0,2586.42,14.85
553.6,2094.5,-2000.0,2662.36,14.89
584.0,2207.3,-2000.0,2726.65,14.9
612.1,2312.1,-2000.0,2780.76,14.92
637.9,2406.6,-2000.0,2826.62,14.95
660.9,2489.9,-2000.0,2863.98,14.95
680.6,2560.8,-2000.0,2880.48,14.95
697.3,2620.3,-2000.0,2895.03,14.95
711.2,2669.8,-2000.0,2908.63,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
