x_mm,y_mm,speed_mms,distance_mm,angle_deg
444.9,734.4,0.0,851.83,31.02
443.9,734.6,0.0,847.38,31.04
443.2,734.2,0.0,848.07,31.25
443.1,733.7,0.0,854.61,31.46
443.7,733.4,0.0,862.53,31.68
444.6,733.1,0.0,866.66,31.75
445.7,733.0,0.0,868.89,31.73
446.9,732.9,0.0,868.04,31.77
448.1,732.8,0.0,865.29,31.72
449.3,732.7,0.0,861.68,31.72
450.8,733.0,0.0,862.21,31.77
453.0,733.9,0.0,866.55,31.98
455.4,735.2,0.0,871.75,32.16
457.9,736.6,0.0,879.71,32.37
460.3,737.9,0.0,886.31,32.56
462.3,739.0,0.0,886.61,32.47
463.9,739.8,0.0,884.16,32.34
465.1,740.6,0.0,881.18,32.16
466.3,741.3,0.0,877.58,32.15
467.4,741.9,0.0,872.59,32.12
