x_mm,y_mm,speed_mms,distance_mm,angle_deg
-87.0,2851.6,0.0,2848.65,-1.95
-87.5,2850.4,0.0,2846.55,-1.89
-87.3,2849.6,160.0,2848.27,-1.71
-86.1,2849.1,240.0,2849.96,-1.49
-84.4,2849.2,80.0,2854.79,-1.34
-82.6,2849.9,80.0,2859.72,-1.28
-80.6,2851.2,160.0,2864.65,-1.22
-77.1,2853.3,80.0,2871.42,-0.98
-72.3,2856.0,390.0,2876.28,-0.8
-67.3,2858.7,320.0,2875.31,-0.84
-62.8,2861.2,-80.0,2872.47,-1.04
-59.7,2863.7,-80.0,2870.69,-1.26
-58.5,2865.5,640.0,2865.93,-1.46
-58.2,2865.4,790.0,2848.88,-1.43
-58.0,2862.5,640.0,2825.75,-1.32
-55.7,2851.9,640.0,2753.31,-0.85
-51.2,2833.6,390.0,2681.05,-0.34
-45.8,2800.9,880.0,2544.0,0.11
-41.5,2755.0,640.0,2417.0,0.07
-37.8,2696.1,240.0,2286.01,-0.13
