x_mm,y_mm,speed_mms,distance_mm,angle_deg
-70.6,2424.4,0.0,2445.15,-1.76
-72.8,2434.2,0.0,2454.21,-1.8
-75.2,2443.4,0.0,2462.3,-1.86
-77.4,2452.4,0.0,2471.36,-1.9
-79.6,2461.2,0.0,2479.42,-1.94
-81.4,2468.0,0.0,2479.42,-1.94
-83.0,2473.0,80.0,2479.46,-1.96
-85.6,2477.2,0.0,2483.74,-2.15
-88.6,2478.4,0.0,2477.9,-2.24
-92.0,2476.2,0.0,2469.07,-2.34
-96.2,2472.2,0.0,2460.24,-2.45
-101.0,2466.6,0.0,2452.42,-2.55
-105.0,2458.6,0.0,2444.61,-2.65
-108.8,2450.4,0.0,2437.76,-2.73
-112.6,2442.4,0.0,2429.96,-2.83
-116.2,2434.8,0.0,2423.12,-2.91
-119.6,2427.4,0.0,2416.29,-2.99
-123.0,2420.4,0.0,2410.51,-3.09
-126.4,2413.4,0.0,2403.68,-3.17
-129.4,2406.8,0.0,2397.8,-3.23
