x_mm,y_mm,speed_mms,distance_mm,angle_deg
333.0,1842.0,-1360.0,1988.42,9.7
331.0,1964.33,-160.0,2117.09,8.83
324.33,2093.33,-160.0,2249.88,8.0
313.33,2218.0,-80.0,2353.46,7.37
302.0,2331.33,-80.0,2449.35,6.82
284.67,2390.67,80.0,2420.12,6.19
260.33,2409.33,80.0,2400.95,5.47
235.33,2381.33,0.0,2357.91,5.26
219.67,2356.0,0.0,2339.81,5.25
214.0,2332.0,0.0,2327.67,5.23
212.67,2318.0,0.0,2315.72,5.25
212.0,2306.33,0.0,2304.77,5.28
211.67,2295.33,0.0,2294.72,5.28
211.33,2287.33,0.0,2291.73,5.28
212.67,2283.33,0.0,2293.2,5.4
217.67,2281.67,0.0,2291.17,5.66
225.33,2280.67,0.0,2290.98,5.86
231.0,2279.0,0.0,2289.88,5.84
231.33,2278.0,0.0,2288.29,5.69
226.67,2275.67,0.0,2282.63,5.53
