x_mm,y_mm,speed_mms,distance_mm,angle_deg
206.0,1449.0,-240.0,1463.57,8.09
195.0,1473.0,-160.0,1485.85,7.54
192.0,1502.0,-160.0,1514.22,7.28
191.0,1537.0,-160.0,1548.82,7.08
187.0,1576.0,-80.0,1587.06,6.77
177.0,1592.0,80.0,1601.81,6.34
157.0,1586.0,160.0,1593.75,5.65
144.0,1575.0,160.0,1581.57,5.22
123.0,1563.0,160.0,1567.83,4.5
94.0,1551.0,160.0,1553.85,3.47
66.0,1539.0,80.0,1540.41,2.46
5.0,1517.0,80.0,1517.01,0.19
-53.0,1501.0,80.0,1501.94,-2.02
-112.0,1499.0,80.0,1503.18,-4.27
-160.0,1482.0,80.0,1490.61,-6.16
-211.0,1479.0,80.0,1493.98,-8.12
-257.0,1506.0,80.0,1527.77,-9.68
-296.0,1517.0,80.0,1545.61,-11.04
-331.0,1497.0,0.0,1533.16,-12.47
-365.0,1470.0,-80.0,1514.64,-13.94
