x_mm,y_mm,speed_mms,distance_mm,angle_deg
-565.8,2702.2,80.0,2898.54,-6.66
-510.4,2740.6,80.0,2923.38,-6.07
-460.8,2778.0,80.0,2946.01,-5.59
-417.2,2812.9,80.0,2956.01,-5.38
-379.9,2844.7,80.0,2964.14,-5.19
-346.9,2872.6,80.0,2968.21,-4.75
-317.6,2896.1,80.0,2969.24,-4.27
-289.9,2914.7,-240.0,2962.47,-3.48
-261.7,2929.1,-160.0,2957.64,-2.42
-225.0,2939.3,-160.0,2949.0,-0.02
-182.4,2945.7,-390.0,2944.38,1.75
-134.3,2949.1,-240.0,2946.03,3.35
-80.8,2949.5,-160.0,2946.46,4.83
-22.3,2949.0,-80.0,2954.1,5.98
42.0,2948.9,-80.0,2974.73,7.24
110.7,2949.8,-80.0,2999.59,8.45
182.7,2949.9,160.0,3003.74,9.56
253.8,2950.3,160.0,3008.24,10.17
323.9,2952.0,80.0,3027.3,10.97
385.8,2955.6,80.0,3048.3,11.7
