x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1487.9,991.4,560.0,1732.43,-56.94
-1482.4,980.2,480.0,1717.18,-56.93
-1474.0,968.8,790.0,1698.6,-56.96
-1460.2,955.4,560.0,1639.53,-57.0
-1441.7,940.9,390.0,1581.26,-56.92
-1419.2,926.3,160.0,1529.34,-56.68
-1394.0,911.2,-80.0,1482.16,-56.22
-1364.8,895.0,0.0,1435.91,-55.76
-1331.7,879.4,-160.0,1397.21,-54.82
-1294.2,864.8,-80.0,1354.62,-53.43
-1248.3,854.2,-80.0,1299.99,-49.81
-1196.9,846.6,-80.0,1263.7,-47.05
-1140.6,845.2,80.0,1254.22,-43.35
-1082.7,849.4,80.0,1227.94,-40.41
-1023.0,858.5,80.0,1200.04,-37.35
-961.4,874.3,80.0,1197.6,-33.56
-897.7,894.0,0.0,1181.72,-30.23
-831.0,916.5,-80.0,1156.5,-26.72
-762.1,940.7,-80.0,1140.8,-23.4
-691.5,966.0,-240.0,1126.73,-19.82
