x_mm,y_mm,speed_mms,distance_mm,angle_deg
-54.2,2988.8,-160.0,3117.81,2.83
-4.8,3019.3,-240.0,3127.65,2.77
37.0,3046.4,-160.0,3138.83,2.83
71.6,3070.4,-480.0,3153.01,2.89
98.4,3092.0,-80.0,3170.65,2.75
117.9,3111.8,-80.0,3189.16,2.55
132.3,3130.3,240.0,3210.32,2.61
143.0,3148.0,240.0,3230.77,2.77
151.9,3164.3,240.0,3242.94,3.16
158.9,3178.4,320.0,3242.87,3.45
164.4,3190.1,320.0,3237.75,3.7
170.3,3200.5,240.0,3234.82,3.72
176.2,3209.4,240.0,3231.09,3.8
181.7,3216.4,240.0,3226.11,3.8
187.9,3221.2,240.0,3222.11,3.81
194.9,3223.4,320.0,3215.0,3.78
201.2,3222.6,390.0,3205.82,3.74
206.2,3218.6,390.0,3193.65,3.7
208.5,3212.5,390.0,3183.42,3.64
209.2,3205.5,320.0,3173.44,3.65
