x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1725.2,2936.4,-80.0,3402.8,-29.49
-1701.4,2948.8,-80.0,3402.12,-29.09
-1677.4,2961.0,-80.0,3401.21,-28.71
-1658.0,2970.8,-80.0,3400.97,-28.6
-1642.6,2978.6,-80.0,3400.74,-28.49
-1630.8,2984.6,-80.0,3400.52,-28.37
-1622.0,2989.0,-80.0,3400.31,-28.26
-1616.2,2992.0,-80.0,3400.59,-28.16
-1610.6,2994.8,-80.0,3400.0,-28.07
-1605.2,2997.6,-80.0,3400.3,-27.97
-1600.0,3000.2,-80.0,3399.72,-27.88
-1595.0,3002.8,-80.0,3400.04,-27.79
-1590.2,3005.2,-80.0,3399.95,-27.71
-1586.4,3007.2,0.0,3399.95,-27.71
-1583.6,3008.6,0.0,3399.95,-27.71
-1581.8,3009.6,0.0,3399.95,-27.71
-1581.0,3010.0,0.0,3399.95,-27.71
-1581.0,3010.0,0.0,3399.95,-27.71
-1581.0,3010.0,0.0,3399.95,-27.71
-1581.0,3010.0,0.0,3399.95,-27.71
