x_mm,y_mm,speed_mms,distance_mm,angle_deg
-34.8,2367.0,240.0,2360.43,-1.09
-40.0,2363.2,160.0,2358.64,-1.34
-46.8,2360.0,240.0,2354.84,-1.53
-52.8,2356.4,390.0,2347.82,-1.51
-57.4,2351.6,560.0,2339.82,-1.52
-61.4,2345.4,390.0,2329.91,-1.6
-63.6,2337.0,880.0,2316.94,-1.63
-64.0,2326.0,960.0,2299.92,-1.62
-63.4,2305.8,1040.0,2246.77,-1.5
-60.8,2275.6,880.0,2188.55,-1.28
-55.4,2235.8,640.0,2130.34,-1.02
-45.8,2181.0,240.0,2042.08,-0.51
-38.6,2119.8,1040.0,1993.21,-0.83
-33.2,2064.2,390.0,1968.26,-0.93
-27.8,2013.2,320.0,1933.13,-0.65
-25.0,1966.4,790.0,1896.15,-0.73
-24.8,1931.0,560.0,1865.08,-0.52
-19.0,1897.2,-80.0,1824.0,0.0
-8.4,1861.0,-240.0,1787.12,0.67
3.2,1825.0,-240.0,1753.37,1.18
