x_mm,y_mm,speed_mms,distance_mm,angle_deg
552.0,3100.0,560.0,3148.76,10.1
531.0,3054.0,720.0,3099.82,9.86
521.0,2990.0,790.0,3035.05,9.88
502.0,2854.0,880.0,2897.81,9.98
485.0,2722.0,1040.0,2764.87,10.1
466.0,2602.0,960.0,2643.4,10.15
453.0,2500.0,880.0,2540.71,10.27
444.0,2404.0,720.0,2444.66,10.46
441.0,2341.0,1280.0,2382.18,10.67
443.0,2301.0,1190.0,2343.26,10.9
444.0,2265.0,1360.0,2308.11,11.09
437.0,2216.0,1520.0,2258.68,11.16
421.0,2152.0,560.0,2192.79,11.07
401.0,2084.0,640.0,2122.23,10.89
385.0,2014.0,720.0,2050.47,10.82
370.0,1945.0,790.0,1979.88,10.77
358.0,1877.0,640.0,1910.84,10.8
347.0,1814.0,480.0,1846.89,10.83
342.0,1747.0,240.0,1780.16,11.08
341.0,1709.0,160.0,1742.69,11.28
