x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1146.1,996.4,-240.0,1627.38,-57.14
-1196.8,980.6,-240.0,1650.87,-58.73
-1244.7,965.0,-320.0,1676.92,-58.91
-1288.2,950.8,-320.0,1693.69,-58.3
-1325.7,938.1,-390.0,1701.44,-57.63
-1357.0,928.3,-320.0,1715.0,-57.04
-1382.3,922.4,-320.0,1728.17,-56.25
-1402.4,920.6,-320.0,1743.11,-55.35
-1415.8,928.4,-320.0,1774.82,-53.41
-1424.2,946.9,-160.0,1804.61,-51.64
-1427.7,976.7,-80.0,1833.13,-49.89
-1426.7,1012.8,160.0,1856.43,-49.0
-1424.7,1048.1,240.0,1868.43,-49.28
-1422.8,1080.8,320.0,1871.68,-49.44
-1421.3,1112.0,390.0,1875.58,-49.3
-1419.5,1140.9,480.0,1874.17,-49.31
-1417.5,1167.2,320.0,1871.8,-49.2
-1415.2,1190.6,320.0,1868.57,-49.04
-1413.1,1207.4,390.0,1863.95,-48.87
-1411.3,1217.9,390.0,1858.02,-48.75
