x_mm,y_mm,speed_mms,distance_mm,angle_deg
138.33,2152.0,0.0,2136.37,3.22
119.33,2132.67,-80.0,2116.22,2.63
96.0,2114.0,-80.0,2096.2,1.94
72.0,2095.67,-80.0,2078.55,1.32
49.0,2078.33,-80.0,2062.19,0.78
28.33,2062.67,-80.0,2048.02,0.25
16.0,2050.0,0.0,2040.03,0.31
10.67,2041.33,0.0,2036.04,0.34
12.0,2035.67,0.0,2031.04,0.37
13.0,2030.33,0.0,2024.05,0.4
14.0,2024.33,0.0,2018.06,0.43
15.0,2018.33,0.0,2013.06,0.46
16.0,2012.67,0.0,2007.07,0.49
17.0,2007.33,0.0,2002.08,0.52
18.0,2001.67,0.0,1996.09,0.55
19.0,1998.33,0.0,1997.1,0.57
22.0,1997.0,80.0,1998.18,0.77
26.33,1999.0,-80.0,2002.26,0.92
32.0,2001.67,0.0,2005.34,1.06
37.33,2005.67,0.0,2010.46,1.23
