x_mm,y_mm,speed_mms,distance_mm,angle_deg
530.33,1269.0,0.0,1376.39,22.78
533.0,1268.67,0.0,1376.24,22.88
534.33,1267.67,0.0,1374.4,22.91
535.0,1266.0,0.0,1372.56,22.94
534.33,1264.33,0.0,1370.86,22.88
533.67,1263.67,0.0,1371.78,22.86
532.33,1263.67,0.0,1371.01,22.79
532.33,1265.33,80.0,1375.47,22.8
532.33,1267.0,80.0,1376.39,22.78
531.67,1269.33,80.0,1376.69,22.6
529.33,1271.0,80.0,1377.39,22.45
525.67,1272.33,0.0,1375.87,22.3
522.67,1272.67,80.0,1374.18,22.23
520.0,1270.0,80.0,1366.95,22.27
518.33,1265.0,0.0,1360.09,22.34
517.0,1258.0,320.0,1353.24,22.41
515.33,1252.0,-80.0,1348.4,22.36
513.0,1248.0,-80.0,1346.33,22.26
510.0,1247.0,-80.0,1347.05,22.11
506.33,1248.0,0.0,1347.04,21.88
