x_mm,y_mm,speed_mms,distance_mm,angle_deg
-219.6,5103.6,80.0,5113.15,-2.31
-216.9,5104.5,80.0,5113.19,-2.32
-215.5,5105.3,80.0,5113.56,-2.42
-215.3,5105.7,240.0,5110.91,-2.51
-216.8,5105.8,80.0,5108.59,-2.68
-219.4,5105.3,240.0,5103.23,-2.83
-222.7,5104.5,80.0,5099.58,-2.91
-228.2,5103.3,-80.0,5099.15,-3.04
-235.3,5101.9,160.0,5099.53,-3.11
-243.9,5100.4,-80.0,5102.19,-3.25
-252.9,5099.0,160.0,5103.59,-3.32
-261.5,5097.8,80.0,5105.41,-3.29
-269.0,5096.5,160.0,5104.3,-3.27
-274.9,5095.4,80.0,5102.85,-3.18
-278.9,5094.6,160.0,5102.63,-3.13
-280.5,5094.3,160.0,5101.04,-3.01
-280.5,5094.4,160.0,5100.58,-2.91
-277.9,5094.5,160.0,5098.84,-2.74
-270.8,5094.1,240.0,5092.17,-2.32
-258.9,5093.1,160.0,5086.84,-1.92
