x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1076.1,728.1,80.0,967.06,-50.2
-1016.3,709.4,80.0,907.88,-47.19
-949.5,692.1,-80.0,863.09,-43.22
-875.7,677.6,-240.0,826.98,-38.08
-795.2,667.1,-480.0,802.74,-31.97
-712.9,663.0,-390.0,793.85,-25.92
-629.4,664.9,-560.0,795.07,-20.24
-550.0,674.5,-640.0,809.19,-14.89
-474.2,690.8,-720.0,837.54,-10.32
-402.5,713.5,-640.0,878.91,-7.19
-338.0,744.3,-790.0,932.17,-6.03
-279.9,781.7,-880.0,994.64,-4.9
-225.8,824.5,-790.0,1058.18,-2.71
-177.3,872.1,-880.0,1127.28,-1.27
-134.7,922.9,-560.0,1189.0,0.05
-97.9,975.6,-560.0,1241.18,0.97
-67.2,1030.0,-640.0,1290.4,1.42
-42.8,1085.4,-790.0,1336.48,1.54
-23.7,1142.3,-1120.0,1393.6,1.69
-8.5,1201.4,-1680.0,1463.6,1.64
