x_mm,y_mm,speed_mms,distance_mm,angle_deg
273.0,1264.0,-390.0,1293.15,12.19
296.0,1286.0,-480.0,1319.63,12.96
311.0,1313.0,-560.0,1349.33,13.33
322.0,1341.0,-960.0,1379.12,13.5
327.0,1366.0,-790.0,1404.59,13.46
332.0,1404.0,-960.0,1442.72,13.3
337.0,1463.0,-1280.0,1501.31,12.97
337.0,1530.0,-480.0,1566.67,12.42
340.0,1588.0,-240.0,1623.99,12.08
351.0,1667.0,-1280.0,1703.55,11.89
377.0,1757.0,-1590.0,1796.99,12.11
416.0,1857.0,-2240.0,1903.03,12.63
444.0,1970.0,-240.0,2019.41,12.7
466.0,2067.0,-2080.0,2118.88,12.7
445.0,2076.0,-1440.0,2123.16,12.1
417.0,2073.0,-1440.0,2114.53,11.37
389.0,2079.0,-240.0,2115.08,10.6
360.0,2083.0,-240.0,2113.88,9.81
329.0,2195.0,0.0,2219.52,8.52
303.0,2293.0,-160.0,2312.93,7.53
