x_mm,y_mm,speed_mms,distance_mm,angle_deg
661.7,1135.6,240.0,1318.24,29.79
658.4,1136.7,240.0,1315.27,29.57
655.0,1137.9,160.0,1309.49,29.21
651.3,1139.1,240.0,1305.12,28.86
647.2,1140.6,160.0,1301.61,28.4
642.4,1141.9,80.0,1296.41,27.97
633.8,1142.7,80.0,1276.35,26.52
622.1,1142.8,-80.0,1259.67,25.28
606.9,1142.5,-160.0,1245.02,23.93
588.6,1142.1,-80.0,1232.39,22.57
566.9,1141.3,-160.0,1217.51,21.08
541.6,1141.2,0.0,1209.65,19.11
513.3,1141.5,-80.0,1200.02,17.26
478.6,1142.1,-80.0,1183.34,13.84
437.6,1142.5,-80.0,1167.85,10.31
390.0,1142.7,-80.0,1154.57,6.56
338.2,1142.7,-80.0,1143.18,2.61
281.5,1142.2,-80.0,1134.37,-1.46
218.6,1141.7,-240.0,1139.77,-6.25
148.2,1141.0,-320.0,1154.35,-11.54
