x_mm,y_mm,speed_mms,distance_mm,angle_deg
275.33,1550.67,80.0,1558.05,9.87
271.33,1537.67,-160.0,1558.0,10.28
276.33,1531.0,-80.0,1551.22,10.55
285.33,1524.0,-160.0,1542.28,10.99
294.67,1517.33,-80.0,1543.63,11.43
302.67,1514.33,-80.0,1546.97,11.48
307.67,1514.67,-80.0,1546.19,11.53
309.0,1514.67,-80.0,1544.43,11.58
310.33,1513.67,0.0,1544.83,11.65
310.67,1512.0,160.0,1541.49,11.6
309.33,1509.67,240.0,1536.77,11.49
305.33,1505.67,160.0,1530.69,11.3
300.67,1501.0,-80.0,1525.0,11.19
297.67,1496.0,0.0,1520.29,11.27
296.67,1491.33,0.0,1516.37,11.3
297.33,1487.0,0.0,1512.64,11.36
298.67,1482.67,0.0,1508.34,11.51
301.0,1479.0,0.0,1506.98,11.64
305.0,1477.33,0.0,1510.16,11.85
309.67,1477.67,0.0,1512.17,12.02
