x_mm,y_mm,speed_mms,distance_mm,angle_deg
654.0,1044.0,390.0,1231.93,32.06
654.0,1056.0,390.0,1242.12,31.77
646.0,1059.0,160.0,1240.48,31.38
646.0,1059.0,0.0,1240.48,31.38
642.0,1057.0,80.0,1236.69,31.27
635.0,1055.0,0.0,1231.36,31.04
629.0,1054.0,-80.0,1227.42,30.83
622.0,1053.0,-80.0,1222.99,30.57
616.0,1053.0,-160.0,1219.94,30.33
610.0,1054.0,-160.0,1217.79,30.06
601.0,1056.0,-80.0,1215.05,29.65
589.0,1060.0,-80.0,1212.65,29.06
574.0,1063.0,-80.0,1208.07,28.37
558.0,1068.0,-80.0,1204.98,27.59
540.0,1072.0,-160.0,1200.33,26.74
488.0,1082.0,-240.0,1186.96,24.28
429.0,1095.0,-80.0,1176.04,21.39
370.0,1109.0,-160.0,1169.09,18.45
265.0,1139.0,-390.0,1169.42,13.1
174.0,1170.0,-240.0,1182.87,8.46
