x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1232.6,1253.2,160.0,1815.19,-46.65
-1276.0,1243.8,240.0,1815.75,-47.7
-1308.8,1231.8,240.0,1809.67,-48.67
-1337.0,1216.8,320.0,1807.17,-49.74
-1355.2,1194.4,160.0,1786.76,-50.31
-1364.4,1168.2,240.0,1763.29,-50.78
-1369.0,1140.2,320.0,1742.61,-51.62
-1368.6,1112.2,240.0,1718.86,-52.14
-1361.8,1084.2,240.0,1692.87,-52.61
-1357.4,1052.4,790.0,1671.81,-54.03
-1357.6,1018.4,480.0,1661.84,-55.34
-1357.0,982.8,480.0,1635.54,-56.45
-1354.4,945.2,390.0,1599.38,-57.17
-1349.6,905.6,390.0,1560.11,-57.86
-1340.0,871.2,240.0,1535.94,-58.17
-1324.6,841.4,240.0,1515.82,-58.32
-1306.0,817.6,480.0,1493.03,-58.28
-1284.4,798.4,240.0,1456.76,-58.04
-1254.0,778.2,390.0,1377.68,-58.05
-1214.8,754.6,240.0,1307.19,-58.04
