x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1410.0,1222.2,390.0,1851.35,-48.61
-1407.9,1222.7,480.0,1843.94,-48.45
-1403.1,1223.3,560.0,1836.31,-48.16
-1396.4,1224.2,640.0,1827.32,-47.86
-1388.0,1224.9,480.0,1817.46,-47.41
-1375.0,1226.4,480.0,1787.97,-46.22
-1358.2,1226.8,480.0,1750.87,-45.51
-1338.3,1225.2,480.0,1711.91,-45.07
-1315.6,1221.5,390.0,1673.04,-44.71
-1290.0,1215.6,390.0,1631.39,-44.38
-1261.5,1207.6,320.0,1589.83,-43.98
-1227.0,1195.6,320.0,1512.56,-43.18
-1186.2,1180.8,240.0,1442.75,-41.71
-1139.6,1164.6,240.0,1386.51,-39.88
-1088.7,1146.6,320.0,1337.81,-38.29
-1036.7,1127.0,320.0,1295.42,-36.52
-985.1,1106.4,390.0,1256.87,-35.68
-932.1,1086.4,390.0,1217.87,-34.06
-876.1,1067.5,390.0,1175.03,-31.67
-815.3,1050.4,320.0,1128.77,-28.18
