x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1293.8,1604.3,-390.0,2320.26,-36.46
-1310.0,1661.4,-240.0,2371.71,-35.28
-1323.0,1723.2,-240.0,2422.97,-34.03
-1331.4,1785.3,-240.0,2471.2,-32.81
-1332.4,1850.1,-240.0,2515.37,-30.96
-1327.5,1913.6,-320.0,2533.68,-29.51
-1317.3,1974.0,-240.0,2541.38,-28.33
-1301.4,2031.3,-160.0,2539.75,-26.8
-1279.1,2086.2,-240.0,2545.08,-25.51
-1248.0,2137.5,-240.0,2549.87,-24.24
-1210.2,2185.9,-240.0,2554.31,-23.07
-1169.1,2229.6,-240.0,2559.46,-22.01
-1125.7,2268.0,-240.0,2563.54,-21.08
-1079.3,2304.2,-480.0,2591.21,-19.74
-1032.9,2337.3,-480.0,2622.79,-18.45
-986.9,2370.4,-480.0,2655.61,-17.26
-941.3,2404.7,-480.0,2686.8,-16.21
-895.4,2441.5,-390.0,2722.83,-14.59
-845.9,2480.3,-390.0,2751.44,-12.62
-792.3,2521.1,-390.0,2780.36,-10.59
