x_mm,y_mm,speed_mms,distance_mm,angle_deg
-100.0,1334.0,-390.0,1337.74,-4.29
-82.0,1384.0,-480.0,1386.43,-3.39
-60.0,1423.0,-390.0,1424.26,-2.41
-44.0,1464.0,-480.0,1464.66,-1.72
-32.0,1508.0,-480.0,1508.34,-1.22
-28.0,1554.0,-560.0,1554.25,-1.03
-18.0,1594.0,-480.0,1594.1,-0.65
-9.0,1633.0,-480.0,1633.02,-0.32
-17.0,1676.0,-560.0,1676.09,-0.58
-28.0,1715.0,-560.0,1715.23,-0.94
-50.0,1765.0,-720.0,1765.71,-1.62
-66.0,1823.0,-1120.0,1824.19,-2.07
-64.0,1896.0,-960.0,1897.08,-1.93
-59.0,1975.0,-960.0,1975.88,-1.71
-59.0,2063.0,-1190.0,2063.84,-1.64
-62.0,2149.0,-880.0,2149.89,-1.65
-80.0,2225.0,-320.0,2226.44,-2.06
-121.0,2284.0,320.0,2287.2,-3.03
-170.0,2338.0,320.0,2344.17,-4.16
-200.0,2359.0,80.0,2367.46,-4.85
