x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1261.5,1207.6,320.0,1589.83,-43.98
-1227.0,1195.6,320.0,1512.56,-43.18
-1186.2,1180.8,240.0,1442.75,-41.71
-1139.6,1164.6,240.0,1386.51,-39.88
-1088.7,1146.6,320.0,1337.81,-38.29
-1036.7,1127.0,320.0,1295.42,-36.52
-985.1,1106.4,390.0,1256.87,-35.68
-932.1,1086.4,390.0,1217.87,-34.06
-876.1,1067.5,390.0,1175.03,-31.67
-815.3,1050.4,320.0,1128.77,-28.18
-749.5,1034.9,160.0,1084.91,-24.27
-681.7,1023.1,80.0,1047.7,-19.92
-613.9,1013.1,160.0,1016.88,-16.1
-545.8,1003.8,-80.0,993.03,-12.09
-476.3,995.7,-160.0,978.22,-7.87
-406.1,989.2,-240.0,978.44,-4.04
-333.9,985.5,-240.0,984.06,-0.64
-260.9,983.5,-320.0,990.16,2.78
-187.7,982.8,-320.0,999.64,6.61
-117.8,983.2,-320.0,1012.7,9.43
