x_mm,y_mm,speed_mms,distance_mm,angle_deg
123.8,2984.1,80.0,2892.02,0.24
99.2,2965.7,80.0,2855.34,-0.88
74.1,2947.1,80.0,2843.74,-1.31
44.8,2926.8,80.0,2817.77,-2.54
14.7,2906.3,0.0,2807.01,-3.06
-21.2,2883.7,0.0,2780.88,-4.58
-62.2,2859.4,0.0,2757.97,-5.97
-104.0,2835.3,80.0,2748.76,-6.52
-151.3,2809.7,80.0,2729.57,-8.15
-204.1,2783.1,80.0,2714.43,-9.78
-259.7,2758.9,0.0,2705.26,-11.6
-316.6,2735.1,240.0,2687.84,-13.18
-377.8,2709.1,240.0,2670.25,-14.69
-438.8,2682.9,240.0,2656.7,-16.06
-502.5,2655.1,240.0,2644.81,-17.31
-563.7,2628.0,240.0,2636.39,-18.44
-622.2,2602.2,80.0,2633.55,-19.34
-679.3,2577.2,80.0,2633.45,-19.59
-730.1,2554.6,80.0,2632.79,-19.87
-774.9,2533.9,-160.0,2630.08,-20.22
