x_mm,y_mm,speed_mms,distance_mm,angle_deg
512.33,1089.67,0.0,1201.72,24.9
506.67,1090.0,0.0,1202.28,24.73
503.33,1091.0,0.0,1200.53,24.67
501.67,1091.0,0.0,1199.63,24.69
501.0,1090.0,0.0,1198.72,24.71
501.0,1088.67,0.0,1196.9,24.75
501.33,1086.67,0.0,1194.6,24.85
502.0,1084.33,0.0,1193.2,24.93
503.0,1082.33,0.0,1192.72,25.0
503.67,1081.33,0.0,1192.72,25.0
503.0,1080.67,0.0,1190.55,24.89
501.0,1080.0,0.0,1188.38,24.78
497.0,1078.67,0.0,1184.06,24.55
492.33,1077.33,0.0,1181.08,24.35
486.67,1076.0,0.0,1177.7,24.11
481.0,1075.0,0.0,1174.35,23.86
475.0,1074.0,0.0,1171.02,23.61
469.33,1072.67,0.0,1167.19,23.42
463.0,1069.67,0.0,1158.52,23.18
456.0,1064.33,0.0,1148.02,22.97
