x_mm,y_mm,speed_mms,distance_mm,angle_deg
-89.0,1426.0,-160.0,1420.91,-5.65
-137.0,1414.67,-160.0,1417.07,-7.79
-193.0,1405.0,0.0,1418.67,-10.03
-251.33,1402.67,-160.0,1441.83,-12.62
-312.0,1401.0,80.0,1448.13,-14.97
-377.33,1399.33,0.0,1460.79,-17.65
-445.33,1399.33,0.0,1499.67,-20.25
-517.0,1402.0,80.0,1525.31,-22.72
-581.33,1393.67,80.0,1507.71,-24.95
-636.0,1363.67,80.0,1483.57,-27.41
-683.0,1317.0,80.0,1462.25,-29.95
-726.0,1264.33,80.0,1430.7,-32.32
-764.67,1214.67,80.0,1415.14,-34.38
-796.33,1167.67,80.0,1395.89,-36.23
-825.0,1133.0,160.0,1394.71,-37.6
-848.67,1106.67,0.0,1393.85,-38.62
-867.33,1090.0,-80.0,1390.66,-39.31
-878.33,1079.0,-240.0,1389.47,-39.51
-884.0,1072.0,-160.0,1388.31,-39.71
-888.67,1065.33,320.0,1384.25,-40.28
