x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1784.4,1381.4,80.0,2311.48,-50.48
-1785.4,1432.0,160.0,2311.58,-50.12
-1778.6,1462.2,-80.0,2293.98,-49.76
-1766.6,1474.2,80.0,2275.61,-49.56
-1750.2,1477.0,80.0,2258.36,-49.26
-1732.0,1477.8,160.0,2244.66,-48.92
-1712.4,1477.8,0.0,2237.25,-48.52
-1691.8,1477.2,390.0,2214.35,-48.09
-1669.6,1480.0,160.0,2201.76,-47.41
-1644.0,1482.8,560.0,2172.56,-46.77
-1607.2,1483.2,390.0,2110.83,-45.6
-1560.2,1478.4,320.0,2049.94,-44.66
-1507.6,1473.8,240.0,2009.52,-43.57
-1450.2,1469.6,480.0,1984.32,-42.24
-1388.0,1471.0,390.0,1962.91,-40.39
-1330.2,1479.0,240.0,1946.09,-38.78
-1277.2,1494.2,160.0,1932.91,-37.47
-1226.6,1510.0,390.0,1907.26,-36.41
-1178.8,1519.0,480.0,1868.48,-35.88
-1137.6,1515.2,560.0,1820.7,-35.84
