x_mm,y_mm,speed_mms,distance_mm,angle_deg
-34.2,2337.4,1120.0,2248.45,1.15
-3.2,2297.0,160.0,2229.83,1.57
20.2,2263.2,80.0,2217.4,1.09
37.4,2236.6,160.0,2206.33,0.99
40.8,2219.0,80.0,2195.07,0.47
31.6,2206.4,390.0,2185.0,-0.03
16.6,2194.8,480.0,2171.05,-0.37
5.0,2181.6,640.0,2151.06,-0.43
-4.4,2165.0,880.0,2123.02,-0.24
-8.4,2143.8,1040.0,2089.0,-0.05
-4.8,2109.6,960.0,2014.07,0.48
3.2,2066.8,390.0,1957.17,0.76
15.0,2013.4,560.0,1884.49,1.31
29.6,1948.6,390.0,1800.14,2.04
45.2,1878.2,320.0,1738.66,2.51
60.6,1814.2,160.0,1696.61,3.18
79.2,1754.0,160.0,1660.27,4.11
100.0,1706.8,640.0,1654.54,5.1
120.0,1675.4,480.0,1650.17,5.7
139.2,1656.2,-160.0,1649.99,5.98
