x_mm,y_mm,speed_mms,distance_mm,angle_deg
-83.2,2994.4,0.0,3009.43,-2.3
-102.2,3001.0,0.0,3014.16,-2.62
-120.4,3006.8,0.0,3019.98,-2.94
-136.0,3011.0,0.0,3022.4,-3.09
-149.0,3014.2,0.0,3023.67,-3.19
-158.2,3016.4,0.0,3022.62,-3.17
-163.0,3018.4,-160.0,3025.34,-3.07
-163.0,3020.4,-160.0,3029.97,-2.93
-161.0,3023.0,0.0,3034.86,-2.89
-157.8,3026.4,0.0,3039.8,-2.87
-154.8,3030.8,0.0,3043.8,-2.86
-155.8,3035.8,0.0,3050.57,-3.14
-162.2,3040.8,0.0,3056.73,-3.51
-174.2,3045.6,0.0,3062.42,-3.99
-189.8,3050.4,0.0,3068.63,-4.3
-208.8,3055.2,0.0,3073.94,-4.61
-229.4,3059.8,0.0,3080.85,-5.03
-252.2,3065.0,0.0,3091.69,-5.59
-285.8,3075.6,80.0,3131.27,-6.99
-328.4,3090.6,80.0,3166.14,-8.04
