x_mm,y_mm,speed_mms,distance_mm,angle_deg
141.0,1652.0,-640.0,1687.64,4.25
130.4,1666.6,-790.0,1699.71,3.24
114.4,1683.4,-880.0,1719.27,2.2
91.6,1704.4,160.0,1756.26,0.98
70.8,1723.8,-320.0,1765.39,1.2
54.0,1741.6,-480.0,1772.47,1.33
46.0,1758.4,-640.0,1781.88,1.8
47.8,1773.6,-1040.0,1795.57,2.39
60.2,1786.6,-1120.0,1823.32,2.89
72.8,1813.4,-2080.0,1901.63,3.01
80.8,1857.8,-880.0,1995.64,2.33
79.6,1921.4,-880.0,2099.6,1.36
68.4,1995.6,-240.0,2165.08,0.5
44.6,2077.8,-240.0,2232.16,-0.69
8.6,2156.8,-240.0,2295.39,-2.0
-34.2,2227.8,-240.0,2352.76,-3.24
-80.8,2287.6,-240.0,2404.97,-4.36
-126.6,2346.0,-80.0,2465.96,-4.89
-151.4,2415.6,-80.0,2584.42,-3.35
-150.8,2498.4,-80.0,2709.09,-1.63
